web-scraper-order,web-scraper-start-url,page,page-href,question,underline
"1708214165-86","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","8. バザーの売り上げは、全額きふしました。
 奇付
 奇符
 寄付
 遺符","きふ"
"1708214165-87","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","9. 淡い期待だと知っていながら、待っている。
 あさい
 あおい
 あらい
 あわい","淡い"
"1708214165-88","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","10. ともに白髪になるまで仲よく暮らす。
 しらが
 しぱつ
 しらがみ
 はっぱつ","白髪"
"1708214165-89","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","Answer Key:",""
"1708214165-90","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","Question 1: 1
Question 2: 4
Question 3: 2
Question 4: 1
Question 5: 2
Question 6: 3
Question 7: 4
Question 8: 3
Question 9: 4
Question 10: 1",""
"1708214165-91","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 15","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-15/","Download JTest4You’s N2 grammar ebook (1,617 pages)",""
"1708214168-92","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","1. A国とB国の間で盛んに貿易が行われている。
 もうえき
 ぼうえき
 もうい
 ぼうい","貿易"
"1708214168-93","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","2. 一行は翌日の午前に目的地に着いた。
 よくにち
 よくじつ
 いくにち
 いくじつ","翌日"
"1708214168-94","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","3. 朝から快晴で、ピクニックに行きたい気分だ。
 かいせい
 かいじょう
 かいしょう
 かいせん","快晴"
"1708214168-95","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","4. 窓から下にごみを捨てるなんて、非常に下品な行動です。
 したひん
 けひん
 げひん
 したぴん","下品"
"1708214168-96","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","5. 彼は楽器の演奏が得意です。
 がくき
 らっき
 がっぎ
 がっき","楽器"
"1708214168-97","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","6. みなさんの率直な考えを聞かせてください。
 そつじき
 りつじき
 そっちょく
 りっちょく","率直"
"1708214168-98","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","7. 家に帰る途中、手帳をひろった。
 拾った
 担った
 損った
 提った","ひろった"
"1708214168-99","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","8. A社の製品のほうが機能の面ではおとっていると思う。
 悪って
 負って
 劣って
 芝って","おとって"
"1708214168-100","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","9. この教科書にはふぞくのCDがある。
 符属
 付属
 符則
 布則","ふぞく"
"1708214168-101","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","10. そのうわさについて本人に尋ねたら、そくざに否定された。
 即座に
 速座に
 即差に
 速差に","そくざに"
"1708214168-102","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","Answer Key:",""
"1708214168-103","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","Question 1: 2
Question 2: 2
Question 3: 1
Question 4: 3
Question 5: 4
Question 6: 3
Question 7: 1
Question 8: 3
Question 9: 2
Question 10: 1",""
"1708214168-104","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 14","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-14/","Download JTest4You’s N2 grammar ebook (1,617 pages)",""
"1708214173-105","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","1. 機械のことならわたしに任せてください。
 たのませて
 とかせて
 かたせて
 まかせて","任せて"
"1708214173-106","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","2. 場合によって、この契約を廃棄しなければならないかもしれない。
 はいき
 ほうき
 はいきい
 ほきい","廃棄"
"1708214173-107","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","3. 今日は連休だから、行楽地には大勢の家族連れが見かけます。
 ぎょうらくち
 こうがくち
 こうらくち
 こうらっち","行楽地"
"1708214173-108","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","4. あの人はいつもにこにことして、いかにもほがらかで気取りがない。
 明らか
 朗らか
 柔らか
 安らか","ほがらか"
"1708214173-109","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","5. 今日は休日出勤だから遅刻してもかまわない。
 構わない
 溝わない
 講わない
 購わない","かまわない"
"1708214173-110","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","6. それは解釈のそういによる問題だと思う。
 祖違
 組違
 粗違
 相違","そうい"
"1708214173-111","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","7. 裁判長はかしつは被告側のあるとし、被害者に賠償金を払うように命じた。
 過違
 過誤
 過失
 過疾","かしつ"
"1708214173-112","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","8. もっと質問したいのだが、人前ではどうしても消極的になってしまう。
 せっきょくてき
 せつきょくてき
 しゅうきょくてき
 しょうきょくてき","消極的"
"1708214173-113","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","9. 自治会の会長を務めることになった。
 つとめる
 ふくめる
 すすめる
 せめる","務める"
"1708214173-114","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","10. 議論を重ねてやっと意見が固まった。
 あつまった
 かたまった
 つまった
 ひろまった","固まった"
"1708214173-115","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","Answer Key:",""
"1708214173-116","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","Question 1: 4
Question 2: 1
Question 3: 3
Question 4: 2
Question 5: 1
Question 6: 4
Question 7: 3
Question 8: 4
Question 9: 1
Question 10: 2",""
"1708214173-117","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 13","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-13/","Download JTest4You’s N2 grammar ebook (1,617 pages)",""
"1708214177-118","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","1. この効果はどのくらい継続するのだろう。
 じぞく
 けいぞく
 じそく
 けいそく","継続"
"1708214177-119","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","2. お酒を飲むのはぼくの唯一の楽しみだ。
 ゆういち
 ゆういつ
 ゆいいち
 ゆいいつ","唯一"
"1708214177-120","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","3. 両国経済的に密接な関係にある。
 ひっせつ
 みつせつ
 みっせつ
 ひつせつ","密接"
"1708214177-122","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","4. 何も分かっていないのによけいな口をきくな。
 余分
 余計
 予分
 予計","よけい"
"1708214177-124","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","5. したしい友達を呼ぶときには呼び捨てでもかまわない。
 仲しい
 等しい
 親しい
 懐しい","したしい"
"1708214177-125","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","6. 学生のひこうには家族環境が強い影響がある。もちろん、学校教育にも責任がある。
 非行
 誹行
 非狂
 誹狂","ひこう"
"1708214177-126","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","7. 広いきょうようとゆたかな感覚を身につける。
 許容
 許養
 教容
 教養","きょうよう"
"1708214177-128","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","8. このコートには取り外し可能な毛皮のえりがついている。
 けかわ
 けがわ
 もうかわ
 もうがわ","毛皮"
"1708214177-129","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","9. 労働者は労働条件の改善を訴えてデモを行った。
 うたえて
 おしえて
 うったえて
 きたえて","訴えて"
"1708214177-130","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","10. 太陽が西のほうへ傾いた。
 かたむいた
 くずついた
 さしひいた
 すみついた","傾いた"
"1708214177-131","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","Answer Key:",""
"1708214177-132","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","Question 1: 2
Question 2: 4
Question 3: 3
Question 4: 2
Question 5: 3
Question 6: 1
Question 7: 4
Question 8: 2
Question 9: 3
Question 10: 1",""
"1708214177-133","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 12","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-12/","Download JTest4You’s N2 grammar ebook (1,617 pages)",""
"1708214181-134","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 11","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-11/","試合の解説者も新人を募集しておるので、同じく応募してください。","解説者"
"1708214181-135","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 11","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-11/","試合の解説者も新人を募集しておるので、同じく応募してください。","募集"
"1708214181-136","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 11","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-11/","試合の解説者も新人を募集しておるので、同じく応募してください。","応募して"
"1708214181-137","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 11","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-11/","1. 解説者
 けいさっしゃ
 かいさつしゃ
 けいせっしゃ
 かいせつしゃ",""
"1708214181-138","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 11","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-11/","2. 募集
 ぼしゅ
 ぼしゅう
 ぼうしゅ
 ぼうしゅう",""
